Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts,Police Precinct
58713253,09/04/2023 05:29:16 PM,09/05/2023 11:06:45 AM,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Garage or Parking Lot,Business,11218,1249 36 STREET,36 STREET,TEHAMA STREET,CLARA STREET,TEHAMA STREET,CLARA STREET,ADDRESS,BROOKLYN,36 STREET,,Closed,,"The Department of Consumer and Worker Protection (DCWP) provided information about your complaint. You can find it in the Notes to Customer section of your NYC311 Service Request.  If you didn't get the information, call DCWP Consumer Services at (212) 487-4110. You must provide your NYC311 Service Request number.",09/05/2023 11:06:47 AM,12 BROOKLYN,3053080040,BROOKLYN,988267,173484,PHONE,Unspecified,BROOKLYN,,,,,,,,40.64284921845925,-73.98552529057919,"(40.64284921845925, -73.98552529057919)",17620,2,2,27,39,39
58715673,09/04/2023 12:08:35 PM,09/04/2023 12:48:52 PM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10003,325 EAST   12 STREET,EAST   12 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST   12 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,09/04/2023 12:48:57 PM,03 MANHATTAN,1004540059,MANHATTAN,988368,205491,PHONE,Unspecified,MANHATTAN,,,,,,,,40.7307010448301,-73.98514178820042,"(40.7307010448301, -73.98514178820042)",11724,70,4,50,5,5
58719563,09/05/2023 11:06:45 AM,09/07/2023 01:50:07 PM,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11436,147-02 120 AVENUE,120 AVENUE,147 STREET,SUTPHIN BOULEVARD,147 STREET,SUTPHIN BOULEVARD,ADDRESS,JAMAICA,120 AVENUE,,Closed,,NYC Parks performed the work necessary to correct the condition.,09/07/2023 01:50:11 PM,12 QUEENS,4120450186,QUEENS,1041899,186145,ONLINE,Unspecified,QUEENS,,,,,,,,40.67741406742275,-73.79216186498235,"(40.67741406742275, -73.79216186498235)",24671,41,3,46,71,71
58717227,09/04/2023 03:24:44 AM,09/04/2023 05:01:46 AM,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,Street,11222,18 BEDFORD AVENUE,BEDFORD AVENUE,MANHATTAN AVENUE,LORIMER STREET,MANHATTAN AVENUE,LORIMER STREET,ADDRESS,BROOKLYN,BEDFORD AVENUE,,Closed,,N/A,09/04/2023 05:01:50 AM,01 BROOKLYN,3026450036,BROOKLYN,997678,202901,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.72358289264739,-73.95155542321689,"(40.72358289264739, -73.95155542321689)",18182,36,2,38,57,57
58716311,09/04/2023 04:41:00 PM,09/04/2023 06:30:00 PM,DOT,Department of Transportation,Traffic Signal Condition,Ped Multiple Lamps,,11377,,,,,ROOSEVELT AVENUE,50 STREET,INTERSECTION,QUEENS,,N/A,Closed,,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",09/04/2023 06:30:00 PM,02 QUEENS,,QUEENS,1007849,210149,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.74345557431229,-73.91483581341043,"(40.74345557431229, -73.91483581341043)",14787,53,3,33,66,66
58719291,09/05/2023 09:04:10 PM,09/08/2023 02:34:43 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11213,949 PARK PLACE,PARK PLACE,,,,,ADDRESS,BROOKLYN,,,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,09/08/2023 12:00:00 AM,08 BROOKLYN,3012350067,BROOKLYN,999193,184550,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.67321125712391,-73.94613043028895,"(40.67321125712391, -73.94613043028895)",17615,16,2,49,49,49
58718048,09/05/2023 04:51:55 PM,09/05/2023 05:05:19 PM,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,09/05/2023 05:05:23 PM,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,,,,,,,,40.72195913199264,-73.80969682426189,"(40.72195913199264, -73.80969682426189)",14508,25,3,24,65,65
58716473,09/04/2023 11:05:36 PM,09/04/2023 11:21:35 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11226,3102 SNYDER AVENUE,SNYDER AVENUE,EAST   31 STREET,EAST   32 STREET,EAST   31 STREET,EAST   32 STREET,ADDRESS,BROOKLYN,SNYDER AVENUE,,Closed,,The Police Department issued a summons in response to the complaint.,09/04/2023 11:21:38 PM,17 BROOKLYN,3049020001,BROOKLYN,998611,175723,PHONE,Unspecified,BROOKLYN,,,,,,,,40.64898405705796,-73.94824734206101,"(40.64898405705796, -73.94824734206101)",13510,61,2,26,40,40
58715494,09/04/2023 10:50:21 AM,09/04/2023 11:04:15 AM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10019,1330 AVENUE OF THE AMERICAS,AVENUE OF THE AMERICAS,WEST   53 STREET,WEST   54 STREET,WEST   53 STREET,WEST   54 STREET,ADDRESS,NEW YORK,AVENUE OF THE AMERICAS,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/04/2023 11:04:20 AM,05 MANHATTAN,1012690001,MANHATTAN,990122,216932,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.76210272736695,-73.97880316809508,"(40.76210272736695, -73.97880316809508)",12081,11,4,51,10,10
58714447,09/04/2023 08:14:17 AM,09/04/2023 09:32:16 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11219,924 63 STREET,63 STREET,9 AVENUE,FORT HAMILTON PARKWAY,9 AVENUE,FORT HAMILTON PARKWAY,ADDRESS,BROOKLYN,63 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,09/04/2023 09:32:20 AM,10 BROOKLYN,3057360016,BROOKLYN,981886,169564,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.63209025005748,-74.00851697695454,"(40.63209025005748, -74.00851697695454)",17621,10,2,7,41,41
58713556,09/04/2023 10:15:48 PM,09/05/2023 01:21:08 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11208,1490 DUMONT AVENUE,DUMONT AVENUE,ELDERT LANE,FORBELL STREET,ELDERT LANE,FORBELL STREET,ADDRESS,BROOKLYN,DUMONT AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/05/2023 01:21:10 AM,05 BROOKLYN,3044690001,BROOKLYN,1022390,183752,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.67095138157013,-73.86250977126981,"(40.67095138157013, -73.86250977126981)",17215,45,2,25,47,47
58712462,09/04/2023 09:47:53 PM,09/04/2023 10:44:30 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10453,109 HENWOOD PLACE,HENWOOD PLACE,WALTON AVENUE,MORRIS AVENUE,WALTON AVENUE,MORRIS AVENUE,ADDRESS,BRONX,HENWOOD PLACE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/04/2023 10:44:33 PM,05 BRONX,2028260038,BRONX,1009136,248068,MOBILE,Unspecified,BRONX,,,,,,,,40.847529352425994,-73.91005076822978,"(40.847529352425994, -73.91005076822978)",10931,6,5,29,29,29
58712766,09/04/2023 04:16:56 PM,09/04/2023 04:49:34 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10453,1735 DAVIDSON AVENUE,DAVIDSON AVENUE,WEST CLIFFORD PLACE,WEST  176 STREET,WEST CLIFFORD PLACE,WEST  176 STREET,ADDRESS,BRONX,DAVIDSON AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/04/2023 04:49:38 PM,05 BRONX,2028670039,BRONX,1008236,248237,MOBILE,Unspecified,BRONX,,,,,,,,40.847995698069376,-73.91330316755365,"(40.847995698069376, -73.91330316755365)",10931,6,5,29,29,29
58717562,09/05/2023 12:33:27 PM,09/05/2023 02:05:02 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11203,903 EAST   49 STREET,EAST   49 STREET,FOSTER AVENUE,FARRAGUT ROAD,FOSTER AVENUE,FARRAGUT ROAD,ADDRESS,BROOKLYN,EAST   49 STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,09/05/2023 02:05:06 PM,17 BROOKLYN,3047840077,BROOKLYN,1003668,172126,PHONE,Unspecified,BROOKLYN,,,,,,,,40.63910142514462,-73.93003381876036,"(40.63910142514462, -73.93003381876036)",16866,61,2,26,40,40
58719190,09/06/2023 01:03:39 AM,09/06/2023 01:15:34 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10026,55 WEST  110 STREET,WEST  110 STREET,FRAWLEY CIRCLE,LENOX AVENUE,FRAWLEY CIRCLE,LENOX AVENUE,ADDRESS,NEW YORK,WEST  110 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/06/2023 01:15:40 AM,10 MANHATTAN,1015940002,MANHATTAN,997688,229953,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.79783365975099,-73.9514652710806,"(40.79783365975099, -73.9514652710806)",,18,4,36,18,18
58715292,09/04/2023 01:38:00 PM,09/04/2023 02:31:00 PM,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,10473,948 BOYNTON AVENUE,BOYNTON AVENUE,STORY AVE,BRUCKNER BLVD,,,ADDRESS,BRONX,,,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,09/04/2023 02:31:00 PM,09 BRONX,2036530026,BRONX,1018340,239030,ONLINE,Unspecified,BRONX,,,,,,,,40.82269194024624,-73.8768293313124,"(40.82269194024624, -73.8768293313124)",11611,58,5,31,26,26
58716072,09/04/2023 02:31:06 PM,09/14/2023 04:50:08 PM,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,11216,1265 BEDFORD AVENUE,BEDFORD AVENUE,HERKIMER STREET,ATLANTIC AVENUE,HERKIMER STREET,ATLANTIC AVENUE,ADDRESS,BROOKLYN,BEDFORD AVENUE,,Closed,,"The Department of Transportation inspected the location more than six months ago and has notified the property owner of any defective sidewalk conditions. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",09/14/2023 04:50:13 PM,03 BROOKLYN,3018650016,BROOKLYN,997240,186906,PHONE,Unspecified,BROOKLYN,,,,,,,,40.67968102580498,-73.95316646003823,"(40.67968102580498, -73.95316646003823)",17618,69,2,49,51,51
58720774,09/05/2023 06:22:04 PM,09/08/2023 10:02:16 PM,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10128,504 EAST   88 STREET,EAST   88 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,09/08/2023 12:00:00 AM,08 MANHATTAN,1015840048,MANHATTAN,999271,222382,PHONE,Unspecified,MANHATTAN,,,,,,,,40.777050746064916,-73.94576479859445,"(40.777050746064916, -73.94576479859445)",10099,23,4,1,11,11
58717057,09/04/2023 09:19:20 PM,09/05/2023 04:35:38 AM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11423,196-05 COMO AVENUE,COMO AVENUE,KENO AVENUE,PINTO STREET,KENO AVENUE,PINTO STREET,ADDRESS,HOLLIS,COMO AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,09/05/2023 04:35:43 AM,08 QUEENS,4105200063,QUEENS,1048025,202402,ONLINE,Unspecified,QUEENS,,,,,,,,40.72199356586004,-73.76992235618897,"(40.72199356586004, -73.76992235618897)",24332,25,3,16,65,65
58717680,09/05/2023 02:44:24 AM,09/05/2023 03:22:11 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10030,162 WEST  144 STREET,WEST  144 STREET,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ADDRESS,NEW YORK,WEST  144 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/05/2023 03:22:17 AM,10 MANHATTAN,1020120058,MANHATTAN,1001116,238303,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.820746211868745,-73.93906320797221,"(40.820746211868745, -73.93906320797221)",12427,18,4,36,20,20
58720132,09/05/2023 01:11:00 PM,09/05/2023 06:25:00 PM,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11221,1029 PUTNAM AVENUE,PUTNAM AVENUE,HOWARD AVE,BROADWAY,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Environmental Protection investigated this complaint and shut the running hydrant.,09/05/2023 06:25:00 PM,03 BROOKLYN,,BROOKLYN,1006421,189757,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.687488133380384,-73.92005634477137,"(40.687488133380384, -73.92005634477137)",18181,69,2,17,52,52
58714858,09/04/2023 04:28:17 PM,09/08/2023 09:01:14 PM,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10473,950 UNDERHILL AVENUE,UNDERHILL AVENUE,,,,,ADDRESS,BRONX,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,09/08/2023 12:00:00 AM,09 BRONX,2036700001,BRONX,1022759,239766,PHONE,Unspecified,BRONX,,,,,,,,40.82469388912986,-73.86085883210954,"(40.82469388912986, -73.86085883210954)",11611,58,5,31,26,26
58715791,09/04/2023 07:17:57 PM,09/04/2023 08:25:21 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10009,653 EAST    5 STREET,EAST    5 STREET,DEAD END,AVENUE C,DEAD END,AVENUE C,ADDRESS,NEW YORK,EAST    5 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/04/2023 08:25:24 PM,03 MANHATTAN,1003870143,MANHATTAN,989688,202753,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.723185188582086,-73.9803812909431,"(40.723185188582086, -73.9803812909431)",11729,70,4,50,5,5
58720739,09/05/2023 02:10:13 AM,09/25/2023 07:44:34 AM,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10461,1166 CROSBY AVENUE,CROSBY AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",09/25/2023 12:00:00 AM,10 BRONX,2053130043,BRONX,1032090,243745,PHONE,Unspecified,BRONX,,,,,,,,40.835569473148055,-73.82711565834015,"(40.835569473148055, -73.82711565834015)",11270,43,5,12,28,28
58712205,09/04/2023 11:34:27 AM,09/04/2023 01:01:23 PM,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,10007,195 BROADWAY,BROADWAY,DEY STREET,FULTON STREET,DEY STREET,FULTON STREET,ADDRESS,NEW YORK,BROADWAY,,Closed,,N/A,09/04/2023 01:01:27 PM,01 MANHATTAN,1000800001,MANHATTAN,981650,198144,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.71053587794686,-74.00937825734793,"(40.71053587794686, -74.00937825734793)",11728,56,4,32,1,1
58718095,09/05/2023 09:01:40 AM,09/05/2023 09:32:55 AM,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10308,266 TANGLEWOOD DRIVE,TANGLEWOOD DRIVE,NUTWOOD COURT,COUNTRY WOODS LANE,NUTWOOD COURT,COUNTRY WOODS LANE,ADDRESS,STATEN ISLAND,TANGLEWOOD DRIVE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/05/2023 09:32:59 AM,03 STATEN ISLAND,5045830114,STATEN ISLAND,943270,144649,MOBILE,Unspecified,STATEN ISLAND,,,,,,,,40.56360923363624,-74.14749073476231,"(40.56360923363624, -74.14749073476231)",10695,15,1,9,76,76
58719414,09/05/2023 10:24:26 AM,09/06/2023 11:03:07 AM,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10472,1114 WARD AVENUE,WARD AVENUE,,,,,ADDRESS,BRONX,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,09/06/2023 12:00:00 AM,09 BRONX,2037420005,BRONX,1018352,240436,PHONE,Unspecified,BRONX,,,,,,,,40.82655096075999,-73.87677882818274,"(40.82655096075999, -73.87677882818274)",11610,58,5,31,26,26
58717602,09/05/2023 05:11:27 PM,09/05/2023 06:57:50 PM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11417,132-28 78 STREET,78 STREET,SUTTER AVENUE,NORTH CONDUIT AVENUE,SUTTER AVENUE,NORTH CONDUIT AVENUE,ADDRESS,OZONE PARK,78 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/05/2023 06:57:53 PM,10 QUEENS,,QUEENS,1023543,185053,PHONE,Unspecified,QUEENS,,,,,,,,40.67451728763398,-73.85834576442305,"(40.67451728763398, -73.85834576442305)",24013,62,3,41,64,64
58714391,09/04/2023 03:16:03 PM,09/04/2023 03:24:28 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11693,8801 SHORE FRONT PARKWAY,SHORE FRONT PARKWAY,BEACH   84 STREET,BEACH   90 STREET,BEACH   84 STREET,BEACH   90 STREET,ADDRESS,FAR ROCKAWAY,SHORE FRONT PARKWAY,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/04/2023 03:24:31 PM,14 QUEENS,,QUEENS,1036478,152350,MOBILE,Unspecified,QUEENS,,,,,,,,40.58468780387801,-73.81196730931492,"(40.58468780387801, -73.81196730931492)",20531,51,3,41,58,58
58714203,09/04/2023 05:15:23 PM,09/13/2023 02:10:45 PM,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,Sidewalk,11211,373 SOUTH    1 STREET,SOUTH    1 STREET,BORINQUEN PLACE,HOOPER STREET,BORINQUEN PLACE,HOOPER STREET,ADDRESS,BROOKLYN,SOUTH    1 STREET,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,09/11/2023 03:20:00 PM,01 BROOKLYN,3023990024,BROOKLYN,997358,198178,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.710619872169545,-73.95271909309443,"(40.710619872169545, -73.95271909309443)",17613,36,2,30,56,56
58712883,09/04/2023 10:08:38 PM,09/06/2023 03:38:58 PM,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10011,202 WEST   24 STREET,WEST   24 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,09/06/2023 12:00:00 AM,04 MANHATTAN,1007730134,MANHATTAN,985468,210678,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.74493895028624,-73.99560437846685,"(40.74493895028624, -73.99560437846685)",12074,12,4,10,6,6
58716455,09/04/2023 08:56:44 PM,09/04/2023 09:08:53 PM,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,10016,245 EAST   37 STREET,EAST   37 STREET,QUEENS MIDTOWN TUNNEL EXIT,2 AVENUE,QUEENS MIDTOWN TUNNEL EXIT,2 AVENUE,ADDRESS,NEW YORK,EAST   37 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,09/04/2023 09:08:57 PM,06 MANHATTAN,1009180025,MANHATTAN,991079,211449,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.747052598999055,-73.97535414433547,"(40.747052598999055, -73.97535414433547)",12078,71,4,51,9,9
58714974,09/04/2023 08:25:49 AM,09/04/2023 08:25:49 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Commercial Building,10002,244 BROOME STREET,BROOME STREET,ESSEX STREET,LUDLOW STREET,ESSEX STREET,LUDLOW STREET,ADDRESS,NEW YORK,BROOME STREET,,Closed,,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,09/04/2023 08:25:49 AM,03 MANHATTAN,1004097502,MANHATTAN,987203,200814,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.71786427963621,-73.98934729268154,"(40.71786427963621, -73.98934729268154)",11723,70,4,32,4,4
58716582,09/04/2023 10:26:37 PM,09/04/2023 10:36:34 PM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11355,43-32 KISSENA BOULEVARD,KISSENA BOULEVARD,ASH AVENUE,BEECH AVENUE,ASH AVENUE,BEECH AVENUE,ADDRESS,FLUSHING,KISSENA BOULEVARD,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/04/2023 10:36:37 PM,07 QUEENS,4051370084,QUEENS,1033039,214316,ONLINE,Unspecified,QUEENS,,,,,,,,40.75478982067156,-73.82389996871022,"(40.75478982067156, -73.82389996871022)",14190,22,3,3,67,67
58717815,09/05/2023 08:42:05 AM,09/10/2023 10:15:52 AM,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR FRAME,RESIDENTIAL BUILDING,11224,2844 WEST   36 STREET,WEST   36 STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,09/10/2023 12:00:00 AM,13 BROOKLYN,3070040025,BROOKLYN,983701,149120,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.57597593548722,-74.00197626567135,"(40.57597593548722, -74.00197626567135)",18184,21,2,45,35,35
58713797,09/04/2023 10:33:11 AM,09/04/2023 10:33:49 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11225,1062 UNION STREET,UNION STREET,FRANKLIN AVENUE,BEDFORD AVENUE,FRANKLIN AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,UNION STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/04/2023 10:33:55 AM,09 BROOKLYN,3012730031,BROOKLYN,996240,183183,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6694636406882,-73.95677843571623,"(40.6694636406882, -73.95677843571623)",13509,17,2,48,44,44
58719978,09/05/2023 05:12:57 PM,09/08/2023 03:01:04 PM,DSNY,Department of Sanitation,Street Sweeping Complaint,Street Not Swept,Street,11216,864 ST JOHNS PLACE,ST JOHNS PLACE,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,ST JOHNS PLACE,,Closed,,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,09/08/2023 08:36:06 AM,08 BROOKLYN,3012550013,BROOKLYN,998273,183956,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.671582365722344,-73.94944826866715,"(40.671582365722344, -73.94944826866715)",17618,16,2,48,49,49
58716181,09/04/2023 03:53:45 PM,09/04/2023 04:32:45 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10457,268 EAST  181 STREET,EAST  181 STREET,RYER AVENUE,VALENTINE AVENUE,RYER AVENUE,VALENTINE AVENUE,ADDRESS,BRONX,EAST  181 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,09/04/2023 04:32:51 PM,05 BRONX,2031490096,BRONX,1011957,250496,MOBILE,Unspecified,BRONX,,,,,,,,40.854185087351894,-73.89984437587772,"(40.854185087351894, -73.89984437587772)",10935,6,5,22,29,29
58716405,09/04/2023 11:33:33 AM,09/04/2023 12:26:05 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10012,39 KENMARE STREET,KENMARE STREET,ELIZABETH STREET,MOTT STREET,ELIZABETH STREET,MOTT STREET,ADDRESS,NEW YORK,KENMARE STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/04/2023 12:26:08 PM,02 MANHATTAN,1004790125,MANHATTAN,985543,201869,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72076039912325,-73.99533540498513,"(40.72076039912325, -73.99533540498513)",12075,57,4,32,2,2
58713393,09/04/2023 10:44:49 PM,09/04/2023 10:48:56 PM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10034,19 SEAMAN AVENUE,SEAMAN AVENUE,DYCKMAN STREET,CUMMING STREET,DYCKMAN STREET,CUMMING STREET,ADDRESS,NEW YORK,SEAMAN AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/04/2023 10:48:58 PM,12 MANHATTAN,1022370012,MANHATTAN,1004365,255064,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.866743429421035,-73.9272743121655,"(40.866743429421035, -73.9272743121655)",13092,47,4,39,22,22
58714542,09/04/2023 07:47:16 PM,09/04/2023 08:07:00 PM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11230,679 OCEAN PARKWAY,OCEAN PARKWAY,WEBSTER AVENUE,LAWRENCE AVENUE,WEBSTER AVENUE,LAWRENCE AVENUE,ADDRESS,BROOKLYN,OCEAN PARKWAY,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/04/2023 08:07:04 PM,14 BROOKLYN,3054210001,BROOKLYN,992050,169453,PHONE,Unspecified,BROOKLYN,,,,,,,,40.63178245988618,-73.97189842855657,"(40.63178245988618, -73.97189842855657)",13513,60,2,11,43,43
58720706,09/05/2023 11:36:02 AM,09/14/2023 09:12:52 AM,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11237,52 WILSON AVENUE,WILSON AVENUE,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,09/14/2023 12:00:00 AM,04 BROOKLYN,3031640026,BROOKLYN,1003940,195242,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.70254904832465,-73.92898623689612,"(40.70254904832465, -73.92898623689612)",17213,42,2,30,53,53
